WKT,id,NAT_ID,AUTH_ID,NAME,FEATURE,CATEGORY,GROUP,LATITUDE,LONGITUDE,AUTHORITY,SUPPLY_DATE,STATUS
POINT (146.93644 -41.24278),168532,TAS_6855Q,6855Q,Miserable Islet,ISLAND,LANDFORM,TERRAIN,-41.24278,146.93644,TAS,2024-07-07,gazetted
POINT (144.92261 -41.66568),168533,TAS_7454T,7454T,Misery Island,ISLAND,LANDFORM,TERRAIN,-41.66568,144.92261,TAS,2024-07-07,gazetted
POINT (148.0064 -43.13803),168534,TAS_12126A,12126A,Mitre Rock,ISLAND,LANDFORM,TERRAIN,-43.13803,148.0064,TAS,2024-07-07,gazetted
POINT (144.91762 -40.74898),168535,TAS_10624E,10624E,Montagu Island,ISLAND,LANDFORM,TERRAIN,-40.74898,144.91762,TAS,2024-07-07,gazetted
POINT (145.38006 -42.77549),168536,TAS_18528G,18528G,Montgomery Rocks,ISLAND,LANDFORM,TERRAIN,-42.77549,145.38006,TAS,2024-07-07,gazetted
POINT (148.27637 -40.5851),168537,TAS_7771B,7771B,Moriarty Rocks,ISLAND,LANDFORM,TERRAIN,-40.5851,148.27637,TAS,2024-07-07,gazetted
POINT (147.9243 -40.27263),168538,TAS_3817T,3817T,Mount Chappell Island,ISLAND,LANDFORM,TERRAIN,-40.27263,147.9243,TAS,2024-07-07,gazetted
POINT (148.30962 -41.88854),168543,TAS_14212H,14212H,Muirs Rock,ISLAND,LANDFORM,TERRAIN,-41.88854,148.30962,TAS,2024-07-07,gazetted
POINT (146.01122 -43.33786),168544,TAS_3492H,3492H,Munday Island,ISLAND,LANDFORM,TERRAIN,-43.33786,146.01122,TAS,2024-07-07,gazetted
POINT (144.74285 -40.66169),168545,TAS_10625G,10625G,Murkay Islets,ISLAND,LANDFORM,TERRAIN,-40.66169,144.74285,TAS,2024-07-07,gazetted
POINT (148.22739 -40.81653),168546,TAS_1965K,1965K,Mussel Rock,ISLAND,LANDFORM,TERRAIN,-40.81653,148.22739,TAS,2024-07-07,gazetted
POINT (145.96732 -43.42135),168547,TAS_3493K,3493K,Mutton Bird Island,ISLAND,LANDFORM,TERRAIN,-43.42135,145.96732,TAS,2024-07-07,gazetted
POINT (147.73265 -40.02839),168548,TAS_3796W,3796W,Myrmidon Rock,ISLAND,LANDFORM,TERRAIN,-40.02839,147.73265,TAS,2024-07-07,gazetted
POINT (148.10613 -40.55719),168549,TAS_7772D,7772D,Napper Rock,ISLAND,LANDFORM,TERRAIN,-40.55719,148.10613,TAS,2024-07-07,gazetted
POINT (145.93774 -43.3525),168550,TAS_3494M,3494M,Nares Rock,ISLAND,LANDFORM,TERRAIN,-43.3525,145.93774,TAS,2024-07-07,gazetted
POINT (144.68354 -40.58242),168551,TAS_7368A,7368A,Nares Rocks,ISLAND,LANDFORM,TERRAIN,-40.58242,144.68354,TAS,2024-07-07,gazetted
POINT (145.28786 -42.19873),168552,TAS_8087X,8087X,Neck Island,ISLAND,LANDFORM,TERRAIN,-42.19873,145.28786,TAS,2024-07-07,gazetted
POINT (146.25122 -43.66165),168553,TAS_3495P,3495P,Needle Rocks,ISLAND,LANDFORM,TERRAIN,-43.66165,146.25122,TAS,2024-07-07,gazetted
POINT (146.94016 -41.99597),168554,TAS_6492P,6492P,Neil Island,ISLAND,LANDFORM,TERRAIN,-41.99597,146.94016,TAS,2024-07-07,gazetted
POINT (144.891 -40.48525),168555,TAS_12882K,12882K,Neils Rock,ISLAND,LANDFORM,TERRAIN,-40.48525,144.891,TAS,2024-07-07,gazetted
POINT (146.22474 -42.74584),168556,TAS_15367X,15367X,New Moon Island,ISLAND,LANDFORM,TERRAIN,-42.74584,146.22474,TAS,2024-07-07,gazetted
POINT (143.82396 -39.67093),168557,TAS_1531Y,1531Y,New Year Island,ISLAND,LANDFORM,TERRAIN,-39.67093,143.82396,TAS,2024-07-07,gazetted
POINT (148.01957 -40.48482),168558,TAS_7773F,7773F,Night Island,ISLAND,LANDFORM,TERRAIN,-40.48482,148.01957,TAS,2024-07-07,gazetted
POINT (146.01122 -43.34393),168559,TAS_7455X,7455X,Night Islet,ISLAND,LANDFORM,TERRAIN,-43.34393,146.01122,TAS,2024-07-07,gazetted
POINT (147.27082 -40.83414),168560,TAS_1852N,1852N,Ninth Island,ISLAND,LANDFORM,TERRAIN,-40.83414,147.27082,TAS,2024-07-07,gazetted
POINT (147.82778 -39.8318),168561,TAS_17071X,17071X,Nobbys Rock,ISLAND,LANDFORM,TERRAIN,-39.8318,147.82778,TAS,2024-07-07,gazetted
POINT (148.37021 -40.99693),168562,TAS_3848L,3848L,Norgate Rock,ISLAND,LANDFORM,TERRAIN,-40.99693,148.37021,TAS,2024-07-07,gazetted
POINT (144.64712 -40.47825),168563,TAS_4680L,4680L,North Black Rock,ISLAND,LANDFORM,TERRAIN,-40.47825,144.64712,TAS,2024-07-07,gazetted
POINT (144.03002 -40.1016),168564,TAS_10606A,10606A,North Brig Rock,ISLAND,LANDFORM,TERRAIN,-40.1016,144.03002,TAS,2024-07-07,gazetted
POINT (147.37797 -39.44537),168565,TAS_9681J,9681J,North East Isle,ISLAND,LANDFORM,TERRAIN,-39.44537,147.37797,TAS,2024-07-07,gazetted
POINT (147.96358 -39.72602),168566,TAS_9683N,9683N,North East Rock,ISLAND,LANDFORM,TERRAIN,-39.72602,147.96358,TAS,2024-07-07,gazetted
POINT (147.7792 -39.92185),168567,TAS_3787S,3787S,North Pasco Island,ISLAND,LANDFORM,TERRAIN,-39.92185,147.7792,TAS,2024-07-07,gazetted
POINT (147.27969 -39.43531),168568,TAS_9684Q,9684Q,North Rock,ISLAND,LANDFORM,TERRAIN,-39.43531,147.27969,TAS,2024-07-07,gazetted
POINT (148.33757 -39.93349),168569,TAS_17139G,17139G,North Rock,ISLAND,LANDFORM,TERRAIN,-39.93349,148.33757,TAS,2024-07-07,gazetted
POINT (148.28611 -41.2225),168570,TAS_14647X,14647X,Old Man Rocks,ISLAND,LANDFORM,TERRAIN,-41.2225,148.28611,TAS,2024-07-07,gazetted
POINT (146.15328 -43.53512),168571,TAS_3496R,3496R,Outer Rocks,ISLAND,LANDFORM,TERRAIN,-43.53512,146.15328,TAS,2024-07-07,gazetted
POINT (147.99797 -39.65064),168572,TAS_9669S,9669S,Outer Sister Island,ISLAND,LANDFORM,TERRAIN,-39.65064,147.99797,TAS,2024-07-07,gazetted
POINT (148.069 -40.28793),168573,TAS_3836C,3836C,Oyster Rocks,ISLAND,LANDFORM,TERRAIN,-40.28793,148.069,TAS,2024-07-07,gazetted
POINT (148.30303 -41.39755),168574,TAS_1754J,1754J,Paddys Island,ISLAND,LANDFORM,TERRAIN,-41.39755,148.30303,TAS,2024-07-07,gazetted
POINT (147.59189 -40.72831),168575,TAS_1858D,1858D,Papanui Rock,ISLAND,LANDFORM,TERRAIN,-40.72831,147.59189,TAS,2024-07-07,gazetted
POINT (147.98227 -40.16491),168576,TAS_3851A,3851A,Parrys Rock,ISLAND,LANDFORM,TERRAIN,-40.16491,147.98227,TAS,2024-07-07,gazetted
POINT (147.10001 -43.40183),168577,TAS_4271W,4271W,Partridge Island,ISLAND,LANDFORM,TERRAIN,-43.40183,147.10001,TAS,2024-07-07,gazetted
POINT (147.7792 -39.92185),168578,TAS_20704R,20704R,Pasco Group,ISLAND,LANDFORM,TERRAIN,-39.92185,147.7792,TAS,2024-07-07,gazetted
POINT (148.33864 -40.50431),168579,TAS_7774H,7774H,Passage Island,ISLAND,LANDFORM,TERRAIN,-40.50431,148.33864,TAS,2024-07-07,gazetted
POINT (146.66059 -39.49184),168580,TAS_9685S,9685S,Passage Rock,ISLAND,LANDFORM,TERRAIN,-39.49184,146.66059,TAS,2024-07-07,gazetted
POINT (148.29576 -42.28377),168581,TAS_11044B,11044B,Passage Rock,ISLAND,LANDFORM,TERRAIN,-42.28377,148.29576,TAS,2024-07-07,gazetted
POINT (147.22273 -41.49117),168582,TAS_4847D,4847D,Patersons Island,ISLAND,LANDFORM,TERRAIN,-41.49117,147.22273,TAS,2024-07-07,gazetted
POINT (146.89466 -43.57749),168583,TAS_7499B,7499B,Pearl Rock,ISLAND,LANDFORM,TERRAIN,-43.57749,146.89466,TAS,2024-07-07,gazetted
POINT (146.97343 -43.8595),168584,TAS_3497T,3497T,Pedra Branca,ISLAND,LANDFORM,TERRAIN,-43.8595,146.97343,TAS,2024-07-07,gazetted
POINT (146.97322 -43.44779),168585,TAS_4474X,4474X,Pelican Island,ISLAND,LANDFORM,TERRAIN,-43.44779,146.97322,TAS,2024-07-07,gazetted
POINT (148.19898 -42.07526),168586,TAS_11045D,11045D,Pelican Island,ISLAND,LANDFORM,TERRAIN,-42.07526,148.19898,TAS,2024-07-07,gazetted
POINT (148.3219 -40.29842),168587,TAS_17346Y,17346Y,Pelican Island,ISLAND,LANDFORM,TERRAIN,-40.29842,148.3219,TAS,2024-07-07,gazetted
POINT (148.18713 -42.07871),168589,TAS_11046F,11046F,Pelican Rocks,ISLAND,LANDFORM,TERRAIN,-42.07871,148.18713,TAS,2024-07-07,gazetted
POINT (146.55443 -41.15032),168591,TAS_3706D,3706D,Penguin Island,ISLAND,LANDFORM,TERRAIN,-41.15032,146.55443,TAS,2024-07-07,gazetted
POINT (147.37039 -43.34971),168592,TAS_1468T,1468T,Penguin Island,ISLAND,LANDFORM,TERRAIN,-43.34971,147.37039,TAS,2024-07-07,gazetted
POINT (144.8114 -40.57444),168596,TAS_7370K,7370K,Penguin Islet,ISLAND,LANDFORM,TERRAIN,-40.57444,144.8114,TAS,2024-07-07,gazetted
POINT (148.01904 -42.33075),168597,TAS_2996W,2996W,Penguin Rock,ISLAND,LANDFORM,TERRAIN,-42.33075,148.01904,TAS,2024-07-07,gazetted
POINT (145.05487 -40.77246),168598,TAS_1593G,1593G,Perkins Island,ISLAND,LANDFORM,TERRAIN,-40.77246,145.05487,TAS,2024-07-07,gazetted
POINT (148.01442 -42.74286),168599,TAS_21973L,21973L,Perons Pyramid,ISLAND,LANDFORM,TERRAIN,-42.74286,148.01442,TAS,2024-07-07,gazetted
POINT (144.92777 -40.56954),168600,TAS_7372P,7372P,Petrel Islands,ISLAND,LANDFORM,TERRAIN,-40.56954,144.92777,TAS,2024-07-07,gazetted
POINT (145.4499 -42.33483),168601,TAS_6493R,6493R,Philips Island,ISLAND,LANDFORM,TERRAIN,-42.33483,145.4499,TAS,2024-07-07,gazetted
POINT (148.26937 -42.12446),168602,TAS_2997Y,2997Y,Picnic Island,ISLAND,LANDFORM,TERRAIN,-42.12446,148.26937,TAS,2024-07-07,gazetted
POINT (148.31675 -40.96697),168603,TAS_7584S,7584S,Picnic Rocks,ISLAND,LANDFORM,TERRAIN,-40.96697,148.31675,TAS,2024-07-07,gazetted
POINT (146.39876 -41.23138),168604,TAS_3357Q,3357Q,Pig Island,ISLAND,LANDFORM,TERRAIN,-41.23138,146.39876,TAS,2024-07-07,gazetted
POINT (146.7629 -41.83889),168605,TAS_203Q,203Q,Pine Rocks,ISLAND,LANDFORM,TERRAIN,-41.83889,146.7629,TAS,2024-07-07,gazetted
POINT (147.09283 -43.42614),168606,TAS_1506W,1506W,Pineapple Rocks,ISLAND,LANDFORM,TERRAIN,-43.42614,147.09283,TAS,2024-07-07,gazetted
POINT (147.69667 -40.84416),168607,TAS_8735K,8735K,Pinnacle Rock,ISLAND,LANDFORM,TERRAIN,-40.84416,147.69667,TAS,2024-07-07,gazetted
POINT (146.81571 -41.12089),168608,TAS_6858Y,6858Y,Porpoise Rock,ISLAND,LANDFORM,TERRAIN,-41.12089,146.81571,TAS,2024-07-07,gazetted
POINT (145.20054 -42.19963),168609,TAS_5682K,5682K,Prater Rock,ISLAND,LANDFORM,TERRAIN,-42.19963,145.20054,TAS,2024-07-07,gazetted
POINT (148.06479 -40.47635),168610,TAS_5358G,5358G,Preservation Island,ISLAND,LANDFORM,TERRAIN,-40.47635,148.06479,TAS,2024-07-07,gazetted
POINT (147.75616 -40.07707),168611,TAS_3797Y,3797Y,Prime Seal Island,ISLAND,LANDFORM,TERRAIN,-40.07707,147.75616,TAS,2024-07-07,gazetted
POINT (148.26749 -42.17676),168612,TAS_11047H,11047H,Promise Rock,ISLAND,LANDFORM,TERRAIN,-42.17676,148.26749,TAS,2024-07-07,gazetted
POINT (147.33788 -39.44947),168613,TAS_9686W,9686W,Pulpit Rock,ISLAND,LANDFORM,TERRAIN,-39.44947,147.33788,TAS,2024-07-07,gazetted
POINT (148.30902 -40.30475),168614,TAS_7776M,7776M,Puncheon Island,ISLAND,LANDFORM,TERRAIN,-40.30475,148.30902,TAS,2024-07-07,gazetted
POINT (145.74048 -42.59038),168615,TAS_1422L,1422L,Pyramid Island,ISLAND,LANDFORM,TERRAIN,-42.59038,145.74048,TAS,2024-07-07,gazetted
POINT (146.5714 -41.16988),168616,TAS_3708H,3708H,Rabbit Island,ISLAND,LANDFORM,TERRAIN,-41.16988,146.5714,TAS,2024-07-07,gazetted
POINT (147.00774 -43.33826),168617,TAS_868N,868N,Rabbit Island,ISLAND,LANDFORM,TERRAIN,-43.33826,147.00774,TAS,2024-07-07,gazetted
POINT (146.91683 -41.19281),168618,TAS_6859B,6859B,Ragged Islet,ISLAND,LANDFORM,TERRAIN,-41.19281,146.91683,TAS,2024-07-07,gazetted
POINT (147.97956 -42.31839),168619,TAS_11381Q,11381Q,Ram Island,ISLAND,LANDFORM,TERRAIN,-42.31839,147.97956,TAS,2024-07-07,gazetted
POINT (148.20514 -40.31127),168620,TAS_17359K,17359K,Ram Island,ISLAND,LANDFORM,TERRAIN,-40.31127,148.20514,TAS,2024-07-07,gazetted
POINT (147.77993 -43.23676),168621,TAS_2228B,2228B,Raoul Rock,ISLAND,LANDFORM,TERRAIN,-43.23676,147.77993,TAS,2024-07-07,gazetted
POINT (148.32575 -41.00717),168622,TAS_14673C,14673C,Red Rocks,ISLAND,LANDFORM,TERRAIN,-41.00717,148.32575,TAS,2024-07-07,gazetted
POINT (146.91298 -41.2083),168623,TAS_6860J,6860J,Redwood Islet,ISLAND,LANDFORM,TERRAIN,-41.2083,146.91298,TAS,2024-07-07,gazetted
POINT (147.90037 -40.12808),168624,TAS_3805K,3805K,Reef Island,ISLAND,LANDFORM,TERRAIN,-40.12808,147.90037,TAS,2024-07-07,gazetted
POINT (148.26198 -42.17779),168626,TAS_2998B,2998B,Refuge Island,ISLAND,LANDFORM,TERRAIN,-42.17779,148.26198,TAS,2024-07-07,gazetted
POINT (144.15463 -40.24412),168627,TAS_10627L,10627L,Reid Rocks,ISLAND,LANDFORM,TERRAIN,-40.24412,144.15463,TAS,2024-07-07,gazetted
POINT (146.91592 -41.20339),168628,TAS_6861L,6861L,Reids Rock,ISLAND,LANDFORM,TERRAIN,-41.20339,146.91592,TAS,2024-07-07,gazetted
POINT (146.72143 -41.84908),168629,TAS_1354W,1354W,Reynolds Island,ISLAND,LANDFORM,TERRAIN,-41.84908,146.72143,TAS,2024-07-07,gazetted
POINT (144.91831 -40.6935),168630,TAS_5359J,5359J,Robbins Island,ISLAND,LANDFORM,TERRAIN,-40.6935,144.91831,TAS,2024-07-07,gazetted
POINT (147.91497 -40.35177),168631,TAS_3827A,3827A,Rochfort Rock,ISLAND,LANDFORM,TERRAIN,-40.35177,147.91497,TAS,2024-07-07,gazetted
POINT (146.38766 -39.23008),168632,TAS_9687Y,9687Y,Rodondo Island,ISLAND,LANDFORM,TERRAIN,-39.23008,146.38766,TAS,2024-07-07,gazetted
POINT (147.056381036611 -42.7784764370353),168633,TAS_37192M,37192M,Roobala Mangana,ISLAND,LANDFORM,TERRAIN,-42.77847644,147.056381,TAS,2024-07-07,gazetted
POINT (146.99775 -39.22854),168634,TAS_9688B,9688B,Round Islet,ISLAND,LANDFORM,TERRAIN,-39.22854,146.99775,TAS,2024-07-07,gazetted
POINT (146.37424 -43.64368),168635,TAS_3498X,3498X,Round Top Island,ISLAND,LANDFORM,TERRAIN,-43.64368,146.37424,TAS,2024-07-07,gazetted
POINT (147.77431 -39.90728),168636,TAS_3785N,3785N,Roydon Island,ISLAND,LANDFORM,TERRAIN,-39.90728,147.77431,TAS,2024-07-07,gazetted
POINT (146.04574 -42.7818),168637,TAS_23453R,23453R,Roys Rock,ISLAND,LANDFORM,TERRAIN,-42.7818,146.04574,TAS,2024-07-07,gazetted
POINT (148.07405 -40.49341),168638,TAS_7777P,7777P,Rum Island,ISLAND,LANDFORM,TERRAIN,-40.49341,148.07405,TAS,2024-07-07,gazetted
POINT (144.62846 -40.93089),168640,TAS_12578Q,12578Q,Rusty Rock,ISLAND,LANDFORM,TERRAIN,-40.93089,144.62846,TAS,2024-07-07,gazetted
POINT (148.17736 -42.01359),168641,TAS_5556W,5556W,Sabinas Island,ISLAND,LANDFORM,TERRAIN,-42.01359,148.17736,TAS,2024-07-07,gazetted
POINT (143.84021 -39.66839),168642,TAS_16373L,16373L,Saguenay Rock,ISLAND,LANDFORM,TERRAIN,-39.66839,143.84021,TAS,2024-07-07,gazetted
POINT (148.37013 -40.83709),168648,TAS_1970D,1970D,Salamander Rock,ISLAND,LANDFORM,TERRAIN,-40.83709,148.37013,TAS,2024-07-07,gazetted
POINT (147.45983 -42.77158),168649,TAS_18796E,18796E,Samphire Island,ISLAND,LANDFORM,TERRAIN,-42.77158,147.45983,TAS,2024-07-07,gazetted
POINT (148.21258 -40.22302),168650,TAS_4998N,4998N,Samphire Island,ISLAND,LANDFORM,TERRAIN,-40.22302,148.21258,TAS,2024-07-07,gazetted
POINT (147.54905 -40.89205),168651,TAS_7544A,7544A,Sanderson Rocks,ISLAND,LANDFORM,TERRAIN,-40.89205,147.54905,TAS,2024-07-07,gazetted
POINT (148.2862 -42.33623),168652,TAS_22115F,22115F,Sarah Ann Rock,ISLAND,LANDFORM,TERRAIN,-42.33623,148.2862,TAS,2024-07-07,gazetted
POINT (144.66822 -41.16101),168653,TAS_8280A,8280A,Sarah Anne Rocks,ISLAND,LANDFORM,TERRAIN,-41.16101,144.66822,TAS,2024-07-07,gazetted
POINT (145.44829 -42.38816),168654,TAS_6494T,6494T,Sarah Island,ISLAND,LANDFORM,TERRAIN,-42.38816,145.44829,TAS,2024-07-07,gazetted
POINT (147.22111 -43.31898),168655,TAS_455N,455N,Satellite Island,ISLAND,LANDFORM,TERRAIN,-43.31898,147.22111,TAS,2024-07-07,gazetted
POINT (148.27738 -42.31862),168656,TAS_2965E,2965E,Schouten Island,ISLAND,LANDFORM,TERRAIN,-42.31862,148.27738,TAS,2024-07-07,gazetted
POINT (147.53784 -41.80562),168657,TAS_14460W,14460W,Scotts Island,ISLAND,LANDFORM,TERRAIN,-41.80562,147.53784,TAS,2024-07-07,gazetted
POINT (144.73843 -40.61955),168658,TAS_12579S,12579S,Seacrow Islet,ISLAND,LANDFORM,TERRAIN,-40.61955,144.73843,TAS,2024-07-07,gazetted
POINT (146.16306 -41.13808),168659,TAS_19454W,19454W,Seagull Islet,ISLAND,LANDFORM,TERRAIN,-41.13808,146.16306,TAS,2024-07-07,gazetted
POINT (147.18317 -43.42957),168660,TAS_10123E,10123E,Seagull Rock,ISLAND,LANDFORM,TERRAIN,-43.42957,147.18317,TAS,2024-07-07,gazetted
POINT (143.95735 -40.15276),168661,TAS_10630A,10630A,Seal Rock,ISLAND,LANDFORM,TERRAIN,-40.15276,143.95735,TAS,2024-07-07,gazetted
POINT (143.87428 -40.10062),168662,TAS_16506E,16506E,Seal Rocks,ISLAND,LANDFORM,TERRAIN,-40.10062,143.87428,TAS,2024-07-07,gazetted
POINT (146.59274 -42.00157),168663,TAS_12807J,12807J,Senators Rock,ISLAND,LANDFORM,TERRAIN,-42.00157,146.59274,TAS,2024-07-07,gazetted
POINT (147.76905 -39.83891),168664,TAS_9689D,9689D,Sentinel Island,ISLAND,LANDFORM,TERRAIN,-39.83891,147.76905,TAS,2024-07-07,gazetted
POINT (146.08669 -42.86913),168665,TAS_13260H,13260H,Serpentine Island,ISLAND,LANDFORM,TERRAIN,-42.86913,146.08669,TAS,2024-07-07,gazetted
POINT (145.27062 -42.26833),168666,TAS_6495X,6495X,Shag Islands,ISLAND,LANDFORM,TERRAIN,-42.26833,145.27062,TAS,2024-07-07,gazetted
POINT (148.12505 -40.45724),168667,TAS_7778R,7778R,Shag Rock,ISLAND,LANDFORM,TERRAIN,-40.45724,148.12505,TAS,2024-07-07,gazetted
POINT (146.8228 -41.13941),168670,TAS_6862N,6862N,Shag Rock,ISLAND,LANDFORM,TERRAIN,-41.13941,146.8228,TAS,2024-07-07,gazetted
POINT (146.90183 -43.54105),168671,TAS_7500W,7500W,Shag Rock,ISLAND,LANDFORM,TERRAIN,-43.54105,146.90183,TAS,2024-07-07,gazetted
POINT (148.39625 -40.34881),168672,TAS_17384M,17384M,Shag Rocks,ISLAND,LANDFORM,TERRAIN,-40.34881,148.39625,TAS,2024-07-07,gazetted
POINT (145.96022 -43.34675),168673,TAS_3499A,3499A,Shanks Islands,ISLAND,LANDFORM,TERRAIN,-43.34675,145.96022,TAS,2024-07-07,gazetted
POINT (146.78088 -41.06867),168674,TAS_6864S,6864S,Shear Rock,ISLAND,LANDFORM,TERRAIN,-41.06867,146.78088,TAS,2024-07-07,gazetted
POINT (146.5714 -41.17323),168675,TAS_1445D,1445D,Shell Islands,ISLAND,LANDFORM,TERRAIN,-41.17323,146.5714,TAS,2024-07-07,gazetted
POINT (144.74679 -40.67626),168676,TAS_10631C,10631C,Shell Islets,ISLAND,LANDFORM,TERRAIN,-40.67626,144.74679,TAS,2024-07-07,gazetted
POINT (145.74467 -42.58301),168677,TAS_10882X,10882X,Shingle Island,ISLAND,LANDFORM,TERRAIN,-42.58301,145.74467,TAS,2024-07-07,gazetted
POINT (146.77726 -41.95071),168678,TAS_13801N,13801N,Shoobridge Island,ISLAND,LANDFORM,TERRAIN,-41.95071,146.77726,TAS,2024-07-07,gazetted
POINT (144.82927 -40.71284),168679,TAS_10632E,10632E,Short Island,ISLAND,LANDFORM,TERRAIN,-40.71284,144.82927,TAS,2024-07-07,gazetted
POINT (147.02474 -43.84788),168680,TAS_3500T,3500T,Sidmouth Rock,ISLAND,LANDFORM,TERRAIN,-43.84788,147.02474,TAS,2024-07-07,gazetted
POINT (144.65764 -40.90193),168681,TAS_12580C,12580C,Sinking Rock,ISLAND,LANDFORM,TERRAIN,-40.90193,144.65764,TAS,2024-07-07,gazetted
POINT (145.57967 -40.90425),168682,TAS_2333D,2333D,Sisters Island,ISLAND,LANDFORM,TERRAIN,-40.90425,145.57967,TAS,2024-07-07,gazetted
POINT (147.99991 -42.95995),168683,TAS_21989F,21989F,Sisters Rocks,ISLAND,LANDFORM,TERRAIN,-42.95995,147.99991,TAS,2024-07-07,gazetted
POINT (148.32831 -41.24832),168684,TAS_14695Q,14695Q,Skeleton Rock,ISLAND,LANDFORM,TERRAIN,-41.24832,148.32831,TAS,2024-07-07,gazetted
POINT (145.17778 -42.30739),168685,TAS_4138J,4138J,Sloop Rocks,ISLAND,LANDFORM,TERRAIN,-42.30739,145.17778,TAS,2024-07-07,gazetted
POINT (147.64203 -42.94923),168686,TAS_33L,33L,Sloping Island,ISLAND,LANDFORM,TERRAIN,-42.94923,147.64203,TAS,2024-07-07,gazetted
POINT (147.78451 -42.94649),168687,TAS_2236B,2236B,Smooth Island,ISLAND,LANDFORM,TERRAIN,-42.94649,147.78451,TAS,2024-07-07,gazetted
POINT (145.67236 -41.68217),168688,TAS_22657C,22657C,Snake Island,ISLAND,LANDFORM,TERRAIN,-41.68217,145.67236,TAS,2024-07-07,gazetted
POINT (147.29279 -43.17351),168689,TAS_2143N,2143N,Snake Island,ISLAND,LANDFORM,TERRAIN,-43.17351,147.29279,TAS,2024-07-07,gazetted
POINT (147.8275 -41.99982),168690,TAS_11382S,11382S,Snake Rock,ISLAND,LANDFORM,TERRAIN,-41.99982,147.8275,TAS,2024-07-07,gazetted
POINT (148.30562 -41.74816),168701,TAS_22560F,22560F,Sneaker Rocks,ISLAND,LANDFORM,TERRAIN,-41.74816,148.30562,TAS,2024-07-07,gazetted
POINT (144.93103 -40.57812),168702,TAS_12581E,12581E,Snob Rock,ISLAND,LANDFORM,TERRAIN,-40.57812,144.93103,TAS,2024-07-07,gazetted
POINT (148.00514 -43.24531),168703,TAS_12127C,12127C,Snobbys Rock,ISLAND,LANDFORM,TERRAIN,-43.24531,148.00514,TAS,2024-07-07,gazetted
POINT (145.50075 -42.34663),168704,TAS_3134F,3134F,Soldiers Island,ISLAND,LANDFORM,TERRAIN,-42.34663,145.50075,TAS,2024-07-07,gazetted
POINT (147.33067 -43.01245),168705,TAS_21593H,21593H,Soldiers Rocks,ISLAND,LANDFORM,TERRAIN,-43.01245,147.33067,TAS,2024-07-07,gazetted
POINT (144.59897 -40.56151),168706,TAS_7374T,7374T,South Black Rock,ISLAND,LANDFORM,TERRAIN,-40.56151,144.59897,TAS,2024-07-07,gazetted
POINT (144.03099 -40.10571),168707,TAS_10633G,10633G,South Brig Rock,ISLAND,LANDFORM,TERRAIN,-40.10571,144.03099,TAS,2024-07-07,gazetted
POINT (147.76885 -39.95455),168708,TAS_3790G,3790G,South Pasco Island,ISLAND,LANDFORM,TERRAIN,-39.95455,147.76885,TAS,2024-07-07,gazetted
POINT (144.16302 -40.27114),168709,TAS_10634J,10634J,South Reid Rock,ISLAND,LANDFORM,TERRAIN,-40.27114,144.16302,TAS,2024-07-07,gazetted
POINT (147.12844 -39.52264),168710,TAS_9691N,9691N,South West Isle,ISLAND,LANDFORM,TERRAIN,-39.52264,147.12844,TAS,2024-07-07,gazetted
POINT (147.00939 -43.47623),168711,TAS_4475A,4475A,Southport Island,ISLAND,LANDFORM,TERRAIN,-43.47623,147.00939,TAS,2024-07-07,gazetted
POINT (147.6015 -42.86737),168712,TAS_4272Y,4272Y,Spectacle Island,ISLAND,LANDFORM,TERRAIN,-42.86737,147.6015,TAS,2024-07-07,gazetted
POINT (147.6015 -42.86737),168713,TAS_40758Q,40758Q,Spectacle Islands,ISLAND,LANDFORM,TERRAIN,-42.86737,147.6015,TAS,2024-07-07,gazetted
POINT (148.11015 -40.54891),168714,TAS_12211R,12211R,Spike Island,ISLAND,LANDFORM,TERRAIN,-40.54891,148.11015,TAS,2024-07-07,gazetted
POINT (145.18748 -42.21107),168715,TAS_8089C,8089C,Split Rock,ISLAND,LANDFORM,TERRAIN,-42.21107,145.18748,TAS,2024-07-07,gazetted
POINT (146.54695 -41.13321),168716,TAS_6866Y,6866Y,Spy Island,ISLAND,LANDFORM,TERRAIN,-41.13321,146.54695,TAS,2024-07-07,gazetted
POINT (147.15713 -42.09373),168717,TAS_19361J,19361J,St Georges Island,ISLAND,LANDFORM,TERRAIN,-42.09373,147.15713,TAS,2024-07-07,gazetted
POINT (148.34263 -41.34902),168718,TAS_19022N,19022N,St Helens Island,ISLAND,LANDFORM,TERRAIN,-41.34902,148.34263,TAS,2024-07-07,gazetted
POINT (148.36748 -41.28695),168719,TAS_3863J,3863J,St Helens Rocks,ISLAND,LANDFORM,TERRAIN,-41.28695,148.36748,TAS,2024-07-07,gazetted
POINT (144.77629 -40.60646),168720,TAS_7375X,7375X,Stack Island,ISLAND,LANDFORM,TERRAIN,-40.60646,144.77629,TAS,2024-07-07,gazetted
POINT (147.01534 -43.44408),168721,TAS_4476C,4476C,Stack of Bricks,ISLAND,LANDFORM,TERRAIN,-43.44408,147.01534,TAS,2024-07-07,gazetted
POINT (143.98691 -40.15908),168722,TAS_10635L,10635L,Stanley Rocks,ISLAND,LANDFORM,TERRAIN,-40.15908,143.98691,TAS,2024-07-07,gazetted
POINT (146.04795 -42.86088),168723,TAS_18665D,18665D,Starfish Islands,ISLAND,LANDFORM,TERRAIN,-42.86088,146.04795,TAS,2024-07-07,gazetted
